drug_name,condition,review,cleaned_review
Prednisone,Inflammation,Great for inflammation but makes me feel bloated and moody,great for inflammation but makes me feel bloated and moody
Prednisone,Inflammation,Reduces inflammation effectively but it makes me feel irritable,reduces inflammation effectively but it makes me feel irritable
Prednisone,Inflammation,Very effective but I experienced mood swings,very effective but i experienced mood swings
Prednisone,Asthma,Helped clear up my breathing issues but Im noticing some weight gain,helped clear up my breathing issues but im noticing some weight gain
Prednisone,Inflammation,Effective for inflammation but it caused mood swings and weight gain,effective for inflammation but it caused mood swings and weight gain
Prednisone,Inflammation,Effective but has side effects like weight gain,effective but has side effects like weight gain
Pregabalin,Nerve Pain,Reduces pain well but makes me feel foggy,reduces pain well but makes me feel foggy
Pregabalin,Nerve Pain,Relieves nerve pain but can leave me feeling groggy,relieves nerve pain but can leave me feeling groggy
Pregabalin,Nerve Pain,Provides relief from nerve pain but I feel sluggish sometimes,provides relief from nerve pain but i feel sluggish sometimes
Pregabalin,Nerve Pain,Helps with nerve pain but gives me some dizziness,helps with nerve pain but gives me some dizziness
Pregabalin,Neuropathy,Good for nerve pain but I gained some weight,good for nerve pain but i gained some weight
Pregabalin,Nerve Pain,Helps control nerve pain but can make me feel dizzy and tired,helps control nerve pain but can make me feel dizzy and tired
Pregabalin,Nerve Pain,Helps with my pain but makes me feel foggy,helps with my pain but makes me feel foggy
Pregabalin,Nerve Pain,Great for nerve pain but makes me feel dizzy and sleepy,great for nerve pain but makes me feel dizzy and sleepy
Pregabalin,Nerve Pain,Reduced nerve pain significantly but made me drowsy,reduced nerve pain significantly but made me drowsy
Pregabalin,Nerve Pain,Helps relieve nerve pain but causes some dizziness and sleepiness,helps relieve nerve pain but causes some dizziness and sleepiness
Pregabalin,Nerve Pain,Reduced pain effectively but made me drowsy,reduced pain effectively but made me drowsy
Pregabalin,Fibromyalgia,Eases my pain but I feel a bit dizzy,eases my pain but i feel a bit dizzy
Pregabalin,Nerve Pain,Really helps with nerve pain but makes me feel a little sleepy,really helps with nerve pain but makes me feel a little sleepy
Pregabalin,Fibromyalgia,Helps manage my fibromyalgia pain but it can leave me feeling drowsy,helps manage my fibromyalgia pain but it can leave me feeling drowsy
Premarin,Menopause Symptoms,Relieves hot flashes effectively but I get occasional bloating,relieves hot flashes effectively but i get occasional bloating
Premarin,Menopause Symptoms,Helped with hot flashes and mood swings but its expensive,helped with hot flashes and mood swings but its expensive
Premarin,Menopause Symptoms,Eased my hot flashes and night sweats significantly,eased my hot flashes and night sweats significantly
Prevacid,GERD,Eases acid reflux symptoms quickly though the capsules are large,eases acid reflux symptoms quickly though the capsules are large
Prilosec,Acid Reflux,Relieves acid reflux but can cause mild headaches,relieves acid reflux but can cause mild headaches
Prilosec,GERD,Controls my acid reflux effectively but I wish it worked faster,controls my acid reflux effectively but i wish it worked faster
Prilosec,Acid Reflux,Helps control my heartburn though it took a few days to work fully,helps control my heartburn though it took a few days to work fully
Prilosec,Acid Reflux,Significant relief from heartburn but I experienced dry mouth,significant relief from heartburn but i experienced dry mouth
Prilosec,GERD,Relieves heartburn but I sometimes feel bloated,relieves heartburn but i sometimes feel bloated
Prilosec,Acid Reflux,Works well for acid reflux but can cause mild stomach discomfort,works well for acid reflux but can cause mild stomach discomfort
Pristiq,Anxiety,Great for reducing anxiety levels but I feel more fatigued in the evenings,great for reducing anxiety levels but i feel more fatigued in the evenings
Pristiq,Depression,Stabilizes my mood effectively though I feel slightly drowsy,stabilizes my mood effectively though i feel slightly drowsy
Pristiq,Depression,Helps with depression but I experience some dizziness,helps with depression but i experience some dizziness
Pristiq,Depression,Improves mood effectively but I had mild headaches initially,improves mood effectively but i had mild headaches initially
ProAir,Asthma,Works fast during asthma attacks though I need frequent doses,works fast during asthma attacks though i need frequent doses
ProAir,Asthma,Quick relief during asthma attacks Always keeps me breathing easy,quick relief during asthma attacks always keeps me breathing easy
ProAir HFA,Asthma,Provides quick relief during asthma attacks though it wears off quickly,provides quick relief during asthma attacks though it wears off quickly
Proair,Asthma,Relieves asthma symptoms quickly but its not great for longterm control,relieves asthma symptoms quickly but its not great for longterm control
Prolia,Osteoporosis,Strengthens my bones effectively but I experienced minor joint pain,strengthens my bones effectively but i experienced minor joint pain
Prolia,Osteoporosis,Increases bone density effectively but I experienced mild back pain,increases bone density effectively but i experienced mild back pain
Propecia,Hair Loss,Regrew hair effectively though it took months to see results,regrew hair effectively though it took months to see results
Propecia,Hair Loss,Stopped my hair loss effectively but I experienced mild scalp irritation,stopped my hair loss effectively but i experienced mild scalp irritation
Propranolol,Anxiety,Good for reducing physical symptoms of anxiety but I feel a bit tired after taking it,good for reducing physical symptoms of anxiety but i feel a bit tired after taking it
Propranolol,Anxiety,Helps with anxiety but it sometimes makes me feel lightheaded,helps with anxiety but it sometimes makes me feel lightheaded
Propranolol,Anxiety,Reduces my anxiety but leaves me feeling tired,reduces my anxiety but leaves me feeling tired
Propranolol,Migraine Prevention,Reduces my migraines significantly but I feel tired,reduces my migraines significantly but i feel tired
Propranolol,Anxiety,Calms my nerves but makes me feel slightly fatigued,calms my nerves but makes me feel slightly fatigued
Propranolol,Anxiety/High Blood Pressure,Effective for both anxiety and blood pressure but makes me tired,effective for both anxiety and blood pressure but makes me tired
Propranolol,Anxiety/High Blood Pressure,Helps with anxiety but leaves me feeling tired,helps with anxiety but leaves me feeling tired
Propranolol,Anxiety,Helps with anxiety but I sometimes feel tired after taking it,helps with anxiety but i sometimes feel tired after taking it
Propranolol,Anxiety/Migraines,Works well for both anxiety and migraines but I feel sluggish,works well for both anxiety and migraines but i feel sluggish
Propranolol,Anxiety,Helps reduce anxiety but makes me feel tired and lethargic,helps reduce anxiety but makes me feel tired and lethargic
Propranolol,Anxiety,Helps with anxiety but slows my heart rate noticeably,helps with anxiety but slows my heart rate noticeably
Propranolol,Anxiety,Helps calm my nerves but causes some fatigue,helps calm my nerves but causes some fatigue
Proscar,Enlarged Prostate,Helps reduce symptoms but I notice a drop in libido,helps reduce symptoms but i notice a drop in libido
Proventil,Asthma,Quick relief for asthma symptoms though my heart races a bit after use,quick relief for asthma symptoms though my heart races a bit after use
Prozac,Depression,Helps with depression but I sometimes feel jittery,helps with depression but i sometimes feel jittery
Prozac,Depression,Improves my mood significantly though it took weeks to see effects,improves my mood significantly though it took weeks to see effects
Prozac,Depression,Improves my mood significantly but I feel a little nauseous sometimes,improves my mood significantly but i feel a little nauseous sometimes
Prozac,Depression,Helped my mood improve significantly but I felt jittery for the first week,helped my mood improve significantly but i felt jittery for the first week
Prozac,Depression,Helps with my depression but I experienced some nausea and insomnia initially,helps with my depression but i experienced some nausea and insomnia initially
